Código ATICA,Tienda,Código EST,Sección,Demarca Controlada,Demarca Incontrolada
6016,"C/ Andres Mellado, 61",5605,34,23.70,0.00
6016,"C/ Andres Mellado, 61",5605,45,0.00,0.00
6016,"C/ Andres Mellado, 61",5605,62,0.00,0.00
6016,"C/ Andres Mellado, 61",5605,65,0.00,0.00
6024,"C/ Recaredo, 21",5610,10,20.79,52.70
6024,"C/ Recaredo, 21",5610,11,36.14,49.62
6024,"C/ Recaredo, 21",5610,14,226.06,110.54
6024,"C/ Recaredo, 21",5610,15,497.74,82.76
6024,"C/ Recaredo, 21",5610,20,58.62,21.21
6024,"C/ Recaredo, 21",5610,21,6.16,1.57
6024,"C/ Recaredo, 21",5610,22,511.65,53.52
6024,"C/ Recaredo, 21",5610,23,309.25,69.03
6024,"C/ Recaredo, 21",5610,24,213.73,6.50
6024,"C/ Recaredo, 21",5610,26,53.47,11.52
6024,"C/ Recaredo, 21",5610,30,0.00,0.00
6024,"C/ Recaredo, 21",5610,31,7.32,0.00
6024,"C/ Recaredo, 21",5610,32,0.00,0.00
6024,"C/ Recaredo, 21",5610,33,0.00,0.00
6024,"C/ Recaredo, 21",5610,34,12.32,0.00
6024,"C/ Recaredo, 21",5610,45,0.00,0.00
6033,"C/ Jaume Balmes, 35",5618,10,211.90,60.65
6033,"C/ Jaume Balmes, 35",5618,11,23.58,50.20
6033,"C/ Jaume Balmes, 35",5618,14,238.79,102.77
6033,"C/ Jaume Balmes, 35",5618,15,20.73,73.78
6033,"C/ Jaume Balmes, 35",5618,20,117.29,12.44
6033,"C/ Jaume Balmes, 35",5618,21,109.37,1.98
6033,"C/ Jaume Balmes, 35",5618,22,145.34,51.72
6033,"C/ Jaume Balmes, 35",5618,23,77.02,51.71
6033,"C/ Jaume Balmes, 35",5618,24,41.14,8.35
6033,"C/ Jaume Balmes, 35",5618,26,249.91,13.54
6033,"C/ Jaume Balmes, 35",5618,30,0.00,0.00
6033,"C/ Jaume Balmes, 35",5618,31,0.00,0.00
6033,"C/ Jaume Balmes, 35",5618,32,0.00,0.00
6033,"C/ Jaume Balmes, 35",5618,33,0.00,0.00
6033,"C/ Jaume Balmes, 35",5618,34,0.00,0.00
6033,"C/ Jaume Balmes, 35",5618,35,0.00,0.00
6033,"C/ Jaume Balmes, 35",5618,45,0.00,0.00
6033,"C/ Jaume Balmes, 35",5618,60,0.00,0.00
6033,"C/ Jaume Balmes, 35",5618,67,0.00,0.00
6034,"C/ Santa Anna, 6",5619,10,55.33,48.17
6034,"C/ Santa Anna, 6",5619,11,14.09,42.43
6034,"C/ Santa Anna, 6",5619,14,168.23,102.19
6034,"C/ Santa Anna, 6",5619,15,365.34,63.00
6034,"C/ Santa Anna, 6",5619,20,72.84,12.97
6034,"C/ Santa Anna, 6",5619,21,36.81,2.35
6034,"C/ Santa Anna, 6",5619,22,90.21,79.00
6034,"C/ Santa Anna, 6",5619,23,207.58,60.40
6034,"C/ Santa Anna, 6",5619,24,302.19,6.55
6034,"C/ Santa Anna, 6",5619,26,54.94,3.65
6034,"C/ Santa Anna, 6",5619,30,0.00,0.00
6034,"C/ Santa Anna, 6",5619,31,26.10,0.00
6034,"C/ Santa Anna, 6",5619,32,0.00,0.00
6034,"C/ Santa Anna, 6",5619,33,0.00,0.00
6034,"C/ Santa Anna, 6",5619,34,2.66,0.00
6034,"C/ Santa Anna, 6",5619,45,0.00,0.00
6034,"C/ Santa Anna, 6",5619,65,0.00,0.00
6036,"C/ Nieto Alcalá Zamora, 36",5621,10,185.86,105.23
6036,"C/ Nieto Alcalá Zamora, 36",5621,11,71.46,84.44
6036,"C/ Nieto Alcalá Zamora, 36",5621,14,143.51,156.21
6036,"C/ Nieto Alcalá Zamora, 36",5621,15,206.05,108.45
6036,"C/ Nieto Alcalá Zamora, 36",5621,20,13.82,19.63
6036,"C/ Nieto Alcalá Zamora, 36",5621,21,85.40,5.56
6036,"C/ Nieto Alcalá Zamora, 36",5621,22,235.79,82.31
6036,"C/ Nieto Alcalá Zamora, 36",5621,23,47.05,74.02
6036,"C/ Nieto Alcalá Zamora, 36",5621,24,118.14,11.96
6036,"C/ Nieto Alcalá Zamora, 36",5621,26,3.86,11.15
6036,"C/ Nieto Alcalá Zamora, 36",5621,30,0.00,0.00
6036,"C/ Nieto Alcalá Zamora, 36",5621,31,4.32,0.00
6036,"C/ Nieto Alcalá Zamora, 36",5621,32,0.00,0.00
6036,"C/ Nieto Alcalá Zamora, 36",5621,33,3.52,0.00
6036,"C/ Nieto Alcalá Zamora, 36",5621,34,21.05,0.00
6036,"C/ Nieto Alcalá Zamora, 36",5621,35,0.49,0.00
6036,"C/ Nieto Alcalá Zamora, 36",5621,43,0.00,0.00
6036,"C/ Nieto Alcalá Zamora, 36",5621,45,0.00,0.00
6036,"C/ Nieto Alcalá Zamora, 36",5621,67,0.00,0.00
6041,"C/ Maria Cristina, 9",5626,10,54.55,48.45
6041,"C/ Maria Cristina, 9",5626,11,28.96,62.41
6041,"C/ Maria Cristina, 9",5626,14,243.97,92.93
6041,"C/ Maria Cristina, 9",5626,15,239.17,72.69
6041,"C/ Maria Cristina, 9",5626,20,18.95,14.99
6041,"C/ Maria Cristina, 9",5626,21,0.00,1.58
6041,"C/ Maria Cristina, 9",5626,22,124.86,50.18
6041,"C/ Maria Cristina, 9",5626,23,207.65,85.12
6041,"C/ Maria Cristina, 9",5626,24,69.11,10.75
6041,"C/ Maria Cristina, 9",5626,26,22.15,5.45
6041,"C/ Maria Cristina, 9",5626,30,0.00,0.00
6041,"C/ Maria Cristina, 9",5626,31,72.10,0.00
6041,"C/ Maria Cristina, 9",5626,32,0.00,0.00
6041,"C/ Maria Cristina, 9",5626,33,0.00,0.00
6041,"C/ Maria Cristina, 9",5626,34,5.07,0.00
6041,"C/ Maria Cristina, 9",5626,35,0.00,0.00
6041,"C/ Maria Cristina, 9",5626,45,0.00,0.00
6042,"C/ Antoni Torrella, 8",5627,10,52.09,86.94
6042,"C/ Antoni Torrella, 8",5627,11,29.83,43.81
6042,"C/ Antoni Torrella, 8",5627,13,0.00,0.00
6042,"C/ Antoni Torrella, 8",5627,14,149.57,114.04
6042,"C/ Antoni Torrella, 8",5627,15,1154.18,82.46
6042,"C/ Antoni Torrella, 8",5627,20,214.82,16.08
6042,"C/ Antoni Torrella, 8",5627,21,15.38,1.80
6042,"C/ Antoni Torrella, 8",5627,22,579.05,51.87
6042,"C/ Antoni Torrella, 8",5627,23,96.82,55.23
6042,"C/ Antoni Torrella, 8",5627,24,340.24,9.48
6042,"C/ Antoni Torrella, 8",5627,26,67.31,9.11
6042,"C/ Antoni Torrella, 8",5627,30,0.00,0.00
6042,"C/ Antoni Torrella, 8",5627,31,5.24,0.00
6042,"C/ Antoni Torrella, 8",5627,32,0.00,0.00
6042,"C/ Antoni Torrella, 8",5627,33,0.00,0.00
6042,"C/ Antoni Torrella, 8",5627,34,2.37,0.00
6042,"C/ Antoni Torrella, 8",5627,41,0.00,0.00
6042,"C/ Antoni Torrella, 8",5627,45,0.00,0.00
6051,"C/ Rubio i Ors, 21-23",5634,10,8.79,65.74
6051,"C/ Rubio i Ors, 21-23",5634,11,62.26,75.40
6051,"C/ Rubio i Ors, 21-23",5634,14,82.18,150.26
6051,"C/ Rubio i Ors, 21-23",5634,15,1184.18,120.41
6051,"C/ Rubio i Ors, 21-23",5634,20,97.94,19.90
6051,"C/ Rubio i Ors, 21-23",5634,21,71.45,4.78
6051,"C/ Rubio i Ors, 21-23",5634,22,929.88,74.26
6051,"C/ Rubio i Ors, 21-23",5634,23,3.04,44.24
6051,"C/ Rubio i Ors, 21-23",5634,24,670.12,11.66
6051,"C/ Rubio i Ors, 21-23",5634,26,71.86,7.44
6051,"C/ Rubio i Ors, 21-23",5634,30,0.00,0.00
6051,"C/ Rubio i Ors, 21-23",5634,31,20.11,0.00
6051,"C/ Rubio i Ors, 21-23",5634,32,0.00,0.00
6051,"C/ Rubio i Ors, 21-23",5634,33,3.43,0.00
6051,"C/ Rubio i Ors, 21-23",5634,34,0.90,0.00
6051,"C/ Rubio i Ors, 21-23",5634,43,0.00,0.00
6051,"C/ Rubio i Ors, 21-23",5634,45,0.00,0.00
6065,"Av. Del Maresme, 219",5642,10,93.03,39.05
6065,"Av. Del Maresme, 219",5642,11,12.82,33.57
6065,"Av. Del Maresme, 219",5642,14,133.57,162.87
6065,"Av. Del Maresme, 219",5642,15,439.90,54.57
6065,"Av. Del Maresme, 219",5642,20,80.85,11.36
6065,"Av. Del Maresme, 219",5642,21,0.00,1.56
6065,"Av. Del Maresme, 219",5642,22,236.13,33.22
6065,"Av. Del Maresme, 219",5642,23,122.75,52.98
6065,"Av. Del Maresme, 219",5642,24,508.22,6.80
6065,"Av. Del Maresme, 219",5642,26,74.31,12.61
6065,"Av. Del Maresme, 219",5642,30,0.00,0.00
6065,"Av. Del Maresme, 219",5642,31,0.00,0.00
6065,"Av. Del Maresme, 219",5642,32,0.00,0.00
6065,"Av. Del Maresme, 219",5642,33,0.00,0.00
6065,"Av. Del Maresme, 219",5642,34,0.00,0.00
6065,"Av. Del Maresme, 219",5642,45,0.00,0.00
6080,"Carretera Rellinars, 204",5653,10,13.91,46.58
6080,"Carretera Rellinars, 204",5653,11,8.86,30.78
6080,"Carretera Rellinars, 204",5653,14,86.37,76.17
6080,"Carretera Rellinars, 204",5653,15,570.46,53.37
6080,"Carretera Rellinars, 204",5653,20,35.88,9.90
6080,"Carretera Rellinars, 204",5653,21,0.00,0.82
6080,"Carretera Rellinars, 204",5653,22,565.96,32.67
6080,"Carretera Rellinars, 204",5653,23,57.08,33.71
6080,"Carretera Rellinars, 204",5653,24,68.80,5.02
6080,"Carretera Rellinars, 204",5653,26,41.22,4.66
6080,"Carretera Rellinars, 204",5653,30,0.00,0.00
6080,"Carretera Rellinars, 204",5653,31,0.00,0.00
6080,"Carretera Rellinars, 204",5653,32,0.00,0.00
6080,"Carretera Rellinars, 204",5653,33,0.00,0.00
6080,"Carretera Rellinars, 204",5653,34,0.00,0.00
6082,"Av.Bilbao, 64",5655,10,61.98,50.08
6082,"Av.Bilbao, 64",5655,11,76.69,45.50
6082,"Av.Bilbao, 64",5655,14,214.03,107.97
6082,"Av.Bilbao, 64",5655,15,7.66,76.07
6082,"Av.Bilbao, 64",5655,20,84.83,16.82
6082,"Av.Bilbao, 64",5655,21,56.80,2.63
6082,"Av.Bilbao, 64",5655,22,198.91,43.62
6082,"Av.Bilbao, 64",5655,23,87.52,68.06
6082,"Av.Bilbao, 64",5655,24,276.99,10.57
6082,"Av.Bilbao, 64",5655,26,3.21,4.31
6082,"Av.Bilbao, 64",5655,30,0.00,0.00
6082,"Av.Bilbao, 64",5655,31,0.00,0.00
6082,"Av.Bilbao, 64",5655,32,0.00,0.00
6082,"Av.Bilbao, 64",5655,33,0.00,0.00
6082,"Av.Bilbao, 64",5655,34,0.00,0.00
6082,"Av.Bilbao, 64",5655,45,0.00,0.00
6085,"Avda. Ricardo Carapeto, 38",5658,10,12.61,44.98
6085,"Avda. Ricardo Carapeto, 38",5658,11,0.00,48.20
6085,"Avda. Ricardo Carapeto, 38",5658,14,38.38,90.12
6085,"Avda. Ricardo Carapeto, 38",5658,15,119.90,66.55
6085,"Avda. Ricardo Carapeto, 38",5658,20,26.32,13.00
6085,"Avda. Ricardo Carapeto, 38",5658,21,5.40,1.66
6085,"Avda. Ricardo Carapeto, 38",5658,22,158.20,57.70
6085,"Avda. Ricardo Carapeto, 38",5658,23,68.76,70.12
6085,"Avda. Ricardo Carapeto, 38",5658,24,39.22,9.78
6085,"Avda. Ricardo Carapeto, 38",5658,26,7.05,5.14
6085,"Avda. Ricardo Carapeto, 38",5658,30,0.00,0.00
6085,"Avda. Ricardo Carapeto, 38",5658,31,0.00,0.00
6085,"Avda. Ricardo Carapeto, 38",5658,32,0.00,0.00
6085,"Avda. Ricardo Carapeto, 38",5658,33,0.00,0.00
6085,"Avda. Ricardo Carapeto, 38",5658,34,0.00,0.00
6085,"Avda. Ricardo Carapeto, 38",5658,45,0.00,0.00
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,10,177.70,39.55
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,11,17.40,25.65
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,14,236.79,51.27
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,15,1064.14,23.83
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,20,203.66,7.40
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,21,0.00,0.07
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,22,219.53,23.00
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,23,5.23,19.69
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,24,59.18,2.30
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,26,40.34,2.09
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,30,0.00,0.00
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,31,1.19,0.00
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,33,0.00,0.00
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,34,2.37,0.00
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,35,0.00,0.00
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,41,0.00,0.00
6088,"C/ Gustavo Adolfo Becquer, 1-2",5661,67,0.00,0.00
6092,"C/ Jesus Lara, 18",5665,10,169.95,56.42
6092,"C/ Jesus Lara, 18",5665,11,45.70,55.67
6092,"C/ Jesus Lara, 18",5665,14,400.05,118.28
6092,"C/ Jesus Lara, 18",5665,15,151.93,92.88
6092,"C/ Jesus Lara, 18",5665,20,342.56,18.79
6092,"C/ Jesus Lara, 18",5665,21,54.09,3.23
6092,"C/ Jesus Lara, 18",5665,22,1027.99,105.97
6092,"C/ Jesus Lara, 18",5665,23,510.31,100.66
6092,"C/ Jesus Lara, 18",5665,24,687.52,13.76
6092,"C/ Jesus Lara, 18",5665,26,134.93,7.05
6092,"C/ Jesus Lara, 18",5665,30,0.00,0.00
6092,"C/ Jesus Lara, 18",5665,31,8.80,0.00
6092,"C/ Jesus Lara, 18",5665,32,0.00,0.00
6092,"C/ Jesus Lara, 18",5665,33,12.42,0.00
6092,"C/ Jesus Lara, 18",5665,34,4.10,0.00
6092,"C/ Jesus Lara, 18",5665,35,0.00,0.00
6092,"C/ Jesus Lara, 18",5665,45,0.00,0.00
6092,"C/ Jesus Lara, 18",5665,62,0.00,0.00
6092,"C/ Jesus Lara, 18",5665,65,0.00,0.00
6092,"C/ Jesus Lara, 18",5665,67,0.00,0.00
6097,"C/ El Olivo, 4",5670,10,26.61,46.45
6097,"C/ El Olivo, 4",5670,11,6.68,32.15
6097,"C/ El Olivo, 4",5670,14,322.82,63.37
6097,"C/ El Olivo, 4",5670,15,279.02,41.84
6097,"C/ El Olivo, 4",5670,20,24.70,21.16
6097,"C/ El Olivo, 4",5670,21,72.55,1.99
6097,"C/ El Olivo, 4",5670,22,423.71,29.63
6097,"C/ El Olivo, 4",5670,23,223.87,42.27
6097,"C/ El Olivo, 4",5670,24,151.92,4.10
6097,"C/ El Olivo, 4",5670,26,69.95,7.05
6097,"C/ El Olivo, 4",5670,30,0.00,0.00
6097,"C/ El Olivo, 4",5670,31,0.39,0.00
6097,"C/ El Olivo, 4",5670,32,0.00,0.00
6097,"C/ El Olivo, 4",5670,33,0.00,0.00
6097,"C/ El Olivo, 4",5670,34,8.83,0.00
6097,"C/ El Olivo, 4",5670,35,0.00,0.00
6128,"C/ Cronista Muntaner, 21",5675,10,24.54,76.82
6128,"C/ Cronista Muntaner, 21",5675,11,10.33,53.50
6128,"C/ Cronista Muntaner, 21",5675,13,0.00,0.00
6128,"C/ Cronista Muntaner, 21",5675,14,52.04,114.29
6128,"C/ Cronista Muntaner, 21",5675,15,484.72,83.21
6128,"C/ Cronista Muntaner, 21",5675,20,77.74,14.83
6128,"C/ Cronista Muntaner, 21",5675,21,10.15,2.27
6128,"C/ Cronista Muntaner, 21",5675,22,300.07,69.55
6128,"C/ Cronista Muntaner, 21",5675,23,1.62,82.74
6128,"C/ Cronista Muntaner, 21",5675,24,340.87,8.36
6128,"C/ Cronista Muntaner, 21",5675,26,42.53,4.08
6128,"C/ Cronista Muntaner, 21",5675,30,0.00,0.00
6128,"C/ Cronista Muntaner, 21",5675,31,3.27,0.00
6128,"C/ Cronista Muntaner, 21",5675,32,0.00,0.00
6128,"C/ Cronista Muntaner, 21",5675,33,0.00,0.00
6128,"C/ Cronista Muntaner, 21",5675,34,0.00,0.00
6128,"C/ Cronista Muntaner, 21",5675,45,0.00,0.00
6128,"C/ Cronista Muntaner, 21",5675,61,0.00,0.00
6156,"Camino de la Ronda, 80",5680,10,46.57,45.55
6156,"Camino de la Ronda, 80",5680,11,0.00,54.29
6156,"Camino de la Ronda, 80",5680,14,194.10,110.97
6156,"Camino de la Ronda, 80",5680,15,350.44,87.04
6156,"Camino de la Ronda, 80",5680,20,4.95,15.67
6156,"Camino de la Ronda, 80",5680,21,0.00,2.24
6156,"Camino de la Ronda, 80",5680,22,0.00,84.34
6156,"Camino de la Ronda, 80",5680,23,378.49,60.84
6156,"Camino de la Ronda, 80",5680,24,1.88,10.48
6156,"Camino de la Ronda, 80",5680,26,139.01,14.52
6156,"Camino de la Ronda, 80",5680,30,0.00,0.00
6156,"Camino de la Ronda, 80",5680,31,0.00,0.00
6156,"Camino de la Ronda, 80",5680,32,0.00,0.00
6156,"Camino de la Ronda, 80",5680,33,0.00,0.00
6156,"Camino de la Ronda, 80",5680,34,0.00,0.00
6156,"Camino de la Ronda, 80",5680,45,0.00,0.00
6156,"Camino de la Ronda, 80",5680,62,0.00,0.00
6156,"Camino de la Ronda, 80",5680,63,0.00,0.00
6156,"Camino de la Ronda, 80",5680,64,0.00,0.00
6156,"Camino de la Ronda, 80",5680,65,0.00,0.00
6156,"Camino de la Ronda, 80",5680,67,0.00,0.00
6171,"Paseo Velilla, 17",5683,10,0.84,53.26
6171,"Paseo Velilla, 17",5683,11,1.43,18.04
6171,"Paseo Velilla, 17",5683,14,17.94,58.03
6171,"Paseo Velilla, 17",5683,15,284.80,38.34
6171,"Paseo Velilla, 17",5683,20,8.70,8.25
6171,"Paseo Velilla, 17",5683,21,4.47,1.31
6171,"Paseo Velilla, 17",5683,22,155.32,26.41
6171,"Paseo Velilla, 17",5683,23,225.73,53.54
6171,"Paseo Velilla, 17",5683,24,105.76,4.87
6171,"Paseo Velilla, 17",5683,26,43.59,8.22
6171,"Paseo Velilla, 17",5683,30,0.00,0.00
6171,"Paseo Velilla, 17",5683,31,0.84,0.00
6171,"Paseo Velilla, 17",5683,33,0.00,0.00
6171,"Paseo Velilla, 17",5683,34,0.00,0.00
6186,"Rua Redondela, 21",5698,10,11.02,32.91
6186,"Rua Redondela, 21",5698,11,12.88,29.14
6186,"Rua Redondela, 21",5698,14,17.90,73.04
6186,"Rua Redondela, 21",5698,15,194.52,52.25
6186,"Rua Redondela, 21",5698,20,21.78,11.98
6186,"Rua Redondela, 21",5698,21,49.84,3.63
6186,"Rua Redondela, 21",5698,22,140.70,38.18
6186,"Rua Redondela, 21",5698,23,181.88,51.36
6186,"Rua Redondela, 21",5698,24,28.93,4.31
6186,"Rua Redondela, 21",5698,26,74.09,7.77
6186,"Rua Redondela, 21",5698,30,0.00,0.00
6186,"Rua Redondela, 21",5698,31,0.00,0.00
6186,"Rua Redondela, 21",5698,32,0.00,0.00
6186,"Rua Redondela, 21",5698,33,0.00,0.00
6186,"Rua Redondela, 21",5698,34,0.00,0.00
6186,"Rua Redondela, 21",5698,35,0.00,0.00
6186,"Rua Redondela, 21",5698,43,0.00,0.00
6186,"Rua Redondela, 21",5698,67,0.00,0.00
6193,"Avda. Andalucia, 19",5709,10,49.39,29.64
6193,"Avda. Andalucia, 19",5709,11,4.29,25.50
6193,"Avda. Andalucia, 19",5709,13,0.00,0.00
6193,"Avda. Andalucia, 19",5709,14,53.08,56.71
6193,"Avda. Andalucia, 19",5709,15,152.67,40.47
6193,"Avda. Andalucia, 19",5709,20,34.09,9.29
6193,"Avda. Andalucia, 19",5709,21,0.00,1.81
6193,"Avda. Andalucia, 19",5709,22,227.25,24.94
6193,"Avda. Andalucia, 19",5709,23,273.25,58.10
6193,"Avda. Andalucia, 19",5709,24,19.26,5.08
6193,"Avda. Andalucia, 19",5709,26,23.25,5.99
6193,"Avda. Andalucia, 19",5709,30,0.00,0.00
6193,"Avda. Andalucia, 19",5709,31,0.00,0.00
6193,"Avda. Andalucia, 19",5709,32,0.00,0.00
6193,"Avda. Andalucia, 19",5709,33,0.00,0.00
6193,"Avda. Andalucia, 19",5709,34,0.00,0.00
6193,"Avda. Andalucia, 19",5709,45,0.00,0.00
6200,"c/ Wagner, 72",5716,10,414.96,50.65
6200,"c/ Wagner, 72",5716,11,182.00,48.17
6200,"c/ Wagner, 72",5716,14,295.74,141.54
6200,"c/ Wagner, 72",5716,15,768.80,66.51
6200,"c/ Wagner, 72",5716,20,40.17,8.56
6200,"c/ Wagner, 72",5716,21,0.00,2.90
6200,"c/ Wagner, 72",5716,22,967.32,36.12
6200,"c/ Wagner, 72",5716,23,780.36,48.98
6200,"c/ Wagner, 72",5716,24,177.86,8.31
6200,"c/ Wagner, 72",5716,26,181.93,4.29
6200,"c/ Wagner, 72",5716,30,7.16,0.00
6200,"c/ Wagner, 72",5716,31,2.12,0.00
6200,"c/ Wagner, 72",5716,33,0.00,0.00
6200,"c/ Wagner, 72",5716,34,41.32,0.00
6200,"c/ Wagner, 72",5716,45,0.00,0.00
6200,"c/ Wagner, 72",5716,47,0.00,0.00
6201,"c/ Manuel Guillon, 23",5717,10,99.02,40.15
6201,"c/ Manuel Guillon, 23",5717,11,57.24,52.10
6201,"c/ Manuel Guillon, 23",5717,13,9.41,0.00
6201,"c/ Manuel Guillon, 23",5717,14,244.60,95.03
6201,"c/ Manuel Guillon, 23",5717,15,768.25,68.77
6201,"c/ Manuel Guillon, 23",5717,20,46.28,53.56
6201,"c/ Manuel Guillon, 23",5717,21,17.54,9.46
6201,"c/ Manuel Guillon, 23",5717,22,53.68,47.41
6201,"c/ Manuel Guillon, 23",5717,23,341.14,47.05
6201,"c/ Manuel Guillon, 23",5717,24,68.02,26.83
6201,"c/ Manuel Guillon, 23",5717,26,113.16,3.09
6201,"c/ Manuel Guillon, 23",5717,30,0.00,0.00
6201,"c/ Manuel Guillon, 23",5717,31,7.56,0.00
6201,"c/ Manuel Guillon, 23",5717,32,0.00,0.00
6201,"c/ Manuel Guillon, 23",5717,33,0.00,0.00
6201,"c/ Manuel Guillon, 23",5717,34,0.84,0.00
6201,"c/ Manuel Guillon, 23",5717,35,1.94,0.00
6201,"c/ Manuel Guillon, 23",5717,45,0.00,0.00
6201,"c/ Manuel Guillon, 23",5717,62,0.00,0.00
6202,"C/ RIN, 7",5718,10,1.55,54.74
6202,"C/ RIN, 7",5718,11,7.09,35.66
6202,"C/ RIN, 7",5718,14,41.16,78.20
6202,"C/ RIN, 7",5718,15,408.27,72.23
6202,"C/ RIN, 7",5718,20,52.66,11.42
6202,"C/ RIN, 7",5718,21,42.45,1.86
6202,"C/ RIN, 7",5718,22,271.67,38.94
6202,"C/ RIN, 7",5718,23,0.38,86.25
6202,"C/ RIN, 7",5718,24,384.92,8.91
6202,"C/ RIN, 7",5718,26,188.50,12.12
6202,"C/ RIN, 7",5718,30,0.00,0.00
6202,"C/ RIN, 7",5718,31,3.32,0.00
6202,"C/ RIN, 7",5718,33,0.00,0.00
6202,"C/ RIN, 7",5718,34,0.00,0.00
6214,"C/ Major, 1",5724,10,14.93,83.57
6214,"C/ Major, 1",5724,11,4.89,52.53
6214,"C/ Major, 1",5724,13,0.00,0.00
6214,"C/ Major, 1",5724,14,55.02,145.76
6214,"C/ Major, 1",5724,15,464.01,83.49
6214,"C/ Major, 1",5724,20,22.55,16.79
6214,"C/ Major, 1",5724,21,30.80,4.51
6214,"C/ Major, 1",5724,22,544.32,73.89
6214,"C/ Major, 1",5724,23,150.76,117.38
6214,"C/ Major, 1",5724,24,161.91,12.68
6214,"C/ Major, 1",5724,26,21.81,18.73
6214,"C/ Major, 1",5724,30,0.00,0.00
6214,"C/ Major, 1",5724,31,0.10,0.00
6214,"C/ Major, 1",5724,32,0.00,0.00
6214,"C/ Major, 1",5724,33,0.00,0.00
6214,"C/ Major, 1",5724,34,0.00,0.00
6214,"C/ Major, 1",5724,35,0.00,0.00
6214,"C/ Major, 1",5724,45,0.00,0.00
6214,"C/ Major, 1",5724,60,0.00,0.00
6214,"C/ Major, 1",5724,67,0.00,0.00
6215,Calle San Marcial 21,5725,10,39.49,36.54
6215,Calle San Marcial 21,5725,11,14.10,35.32
6215,Calle San Marcial 21,5725,14,42.24,91.44
6215,Calle San Marcial 21,5725,15,115.33,57.13
6215,Calle San Marcial 21,5725,20,60.83,12.74
6215,Calle San Marcial 21,5725,21,3.85,4.62
6215,Calle San Marcial 21,5725,22,4407.38,62.24
6215,Calle San Marcial 21,5725,23,351.86,51.50
6215,Calle San Marcial 21,5725,24,2504.14,10.40
6215,Calle San Marcial 21,5725,26,47.60,9.52
6215,Calle San Marcial 21,5725,30,0.00,0.00
6215,Calle San Marcial 21,5725,31,9.79,0.00
6215,Calle San Marcial 21,5725,32,0.00,0.00
6215,Calle San Marcial 21,5725,33,0.00,0.00
6215,Calle San Marcial 21,5725,34,0.00,0.00
6215,Calle San Marcial 21,5725,45,0.00,0.00
6218,"C/Senia del Barral, 19",5728,10,0.00,50.38
6218,"C/Senia del Barral, 19",5728,11,0.00,28.96
6218,"C/Senia del Barral, 19",5728,14,0.00,67.83
6218,"C/Senia del Barral, 19",5728,15,514.27,63.80
6218,"C/Senia del Barral, 19",5728,20,27.16,7.25
6218,"C/Senia del Barral, 19",5728,21,13.93,1.15
6218,"C/Senia del Barral, 19",5728,22,418.90,33.89
6218,"C/Senia del Barral, 19",5728,23,91.61,48.23
6218,"C/Senia del Barral, 19",5728,24,443.38,5.57
6218,"C/Senia del Barral, 19",5728,26,32.96,3.92
6218,"C/Senia del Barral, 19",5728,30,0.00,0.00
6218,"C/Senia del Barral, 19",5728,31,0.00,0.00
6218,"C/Senia del Barral, 19",5728,32,0.00,0.00
6218,"C/Senia del Barral, 19",5728,33,0.00,0.00
6218,"C/Senia del Barral, 19",5728,34,0.00,0.00
6218,"C/Senia del Barral, 19",5728,41,0.00,0.00
6218,"C/Senia del Barral, 19",5728,43,0.00,0.00
6218,"C/Senia del Barral, 19",5728,45,0.00,0.00
6231,"C/ San Isidre, 25",5739,10,7.29,63.11
6231,"C/ San Isidre, 25",5739,11,34.63,38.24
6231,"C/ San Isidre, 25",5739,13,0.00,0.00
6231,"C/ San Isidre, 25",5739,14,77.98,121.84
6231,"C/ San Isidre, 25",5739,15,160.84,69.98
6231,"C/ San Isidre, 25",5739,20,39.87,26.65
6231,"C/ San Isidre, 25",5739,21,9.24,1.73
6231,"C/ San Isidre, 25",5739,22,253.16,79.72
6231,"C/ San Isidre, 25",5739,23,637.53,52.45
6231,"C/ San Isidre, 25",5739,24,0.00,23.83
6231,"C/ San Isidre, 25",5739,26,15.11,4.01
6231,"C/ San Isidre, 25",5739,30,0.00,0.00
6231,"C/ San Isidre, 25",5739,31,1.06,0.00
6231,"C/ San Isidre, 25",5739,32,0.00,0.00
6231,"C/ San Isidre, 25",5739,33,0.00,0.00
6231,"C/ San Isidre, 25",5739,34,0.00,0.00
6231,"C/ San Isidre, 25",5739,35,0.00,0.00
6231,"C/ San Isidre, 25",5739,44,0.00,0.00
6232,"C/ del Poeta Costa i Llobera, 121",5740,10,18.41,69.12
